node,created_iteration,parent,action,rank,blocks,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46
116,125,115,14,5,"[0, 14, 24, 28]",0,0,0,0,0,0,7,7,5,6,5,5,0,0,12,0,0,0,6,8,0,4,0,0,4,0,0,10,12,4,5,4,0,0,2,0,0,4,3,2,0,4,5,10,1,1
117,126,113,36,3,"[0, 24, 36]",0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,8,0,0,4,4,0,0,0,0,0,0,0,6,8,0,0
118,127,114,30,4,"[0, 24, 27, 30]",0,0,0,0,0,0,5,6,4,6,4,5,0,0,9,0,0,0,4,4,0,3,0,0,2,0,0,2,2,2,4,2,0,1,4,0,0,2,1,2,0,4,7,6,1,1
119,128,117,22,5,"[0, 22, 24, 36]",0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,2,4,0,0,0,0,0,0,0,4,6,0,0
120,129,57,33,6,"[0, 9, 19, 33]",0,0,0,0,0,0,8,8,6,4,4,8,0,0,8,0,0,0,8,8,0,6,0,0,2,0,0,10,12,9,8,4,0,1,4,0,0,3,2,0,0,8,4,9,2,2
121,130,89,8,5,"[0, 8, 26, 38]",0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,4,2,0,0,0,0,0,0,0,6,6,0,0
122,131,5,3,3,"[2, 3]",0,0,0,0,0,0,16,16,0,0,0,16,0,0,16,0,0,0,0,16,0,0,0,0,8,0,0,16,32,0,0,16,0,0,8,0,0,0,8,4,0,8,8,16,4,0
123,132,122,6,5,"[2, 3, 6]",0,0,0,0,0,0,8,8,0,0,0,6,0,0,8,0,0,0,0,8,0,0,0,0,4,0,0,8,20,0,0,8,0,0,4,0,0,0,4,2,0,4,6,14,2,0
124,133,122,18,5,"[2, 3, 18]",0,0,0,0,0,0,4,4,0,0,0,8,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,8,16,0,0,6,0,0,4,0,0,0,4,2,0,4,4,14,2,0
125,134,124,38,6,"[2, 3, 18, 38]",0,0,0,0,0,0,2,2,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,4,8,0,0,4,0,0,2,0,0,0,2,2,0,4,2,10,2,0
126,135,122,8,5,"[2, 3, 8]",0,0,0,0,0,0,8,4,0,0,0,4,0,0,8,0,0,0,0,8,0,0,0,0,4,0,0,8,24,0,0,8,0,0,6,0,0,0,6,2,0,4,6,16,2,0
127,136,123,32,6,"[2, 3, 6, 32]",0,0,0,0,0,0,4,5,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,0,2,0,0,5,10,0,0,3,0,0,1,0,0,0,1,1,0,2,4,10,1,0
128,137,126,36,6,"[2, 3, 8, 36]",0,0,0,0,0,0,6,2,0,0,0,4,0,0,8,0,0,0,0,4,0,0,0,0,2,0,0,4,12,0,0,6,0,0,2,0,0,0,4,2,0,4,2,12,2,0
129,138,124,26,6,"[2, 3, 18, 26]",0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,4,10,0,0,2,0,0,0,0,0,0,2,0,0,0,4,10,0,0
130,139,50,32,7,"[2, 8, 21, 32, 36]",0,0,0,0,0,0,6,0,4,2,2,0,0,0,8,0,0,0,8,4,0,2,0,0,2,0,0,4,10,2,2,0,0,0,2,0,0,4,3,2,0,4,4,10,0,2
131,140,71,27,5,"[2, 8, 24, 27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0
132,141,41,0,8,"[0, 2, 3, 21, 37]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
133,142,86,9,8,"[0, 9, 19, 22, 24]",0,0,0,0,0,0,4,6,3,2,2,4,0,0,3,0,0,0,3,6,0,3,0,0,1,0,0,6,10,4,4,3,0,2,4,0,0,2,0,0,0,4,5,8,1,1
134,143,4,9,4,"[9, 22, 24]",0,0,0,0,0,0,9,9,6,6,6,6,0,0,10,0,0,0,7,10,0,5,0,0,5,0,0,10,21,5,7,5,0,4,4,0,0,5,4,2,0,4,7,10,1,1
135,144,134,6,6,"[6, 9, 22, 24]",0,0,0,0,0,0,5,7,0,3,4,5,0,0,5,0,0,0,2,6,0,1,0,0,2,0,0,6,13,0,2,3,0,2,2,0,0,1,2,0,0,2,5,9,1,0
136,145,134,34,5,"[9, 22, 24, 34]",0,0,0,0,0,0,8,8,6,5,5,6,0,0,10,0,0,0,4,8,0,4,0,0,4,0,0,7,11,4,5,4,0,1,2,0,0,3,3,2,0,4,4,7,1,1
137,146,135,33,7,"[6, 9, 22, 24, 33]",0,0,0,0,0,0,4,5,0,2,3,5,0,0,5,0,0,0,1,4,0,1,0,0,1,0,0,4,5,0,1,2,0,0,1,0,0,0,1,0,0,2,2,7,1,0
138,147,92,31,7,"[1, 4, 22, 24, 31]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,1,0,2,0,0,5,6,0,0
139,149,36,21,7,"[2, 4, 6, 21]",0,0,0,0,0,0,3,0,2,3,3,0,0,0,2,0,0,0,6,4,0,3,0,0,1,0,0,4,11,3,3,0,0,0,2,0,0,3,2,0,0,2,4,12,0,1
140,150,22,35,5,"[2, 6, 35, 38]",0,0,0,0,0,0,3,7,1,0,1,5,0,0,5,0,0,0,1,2,0,1,0,0,1,0,0,4,10,1,2,4,0,2,1,0,0,2,2,1,0,2,2,7,1,0
141,151,20,11,5,"[2, 6, 11]",0,0,0,0,0,0,8,10,6,4,4,8,0,0,8,0,0,0,8,12,0,8,0,0,8,0,0,12,18,10,8,6,0,2,8,0,0,4,0,4,0,8,9,12,2,2
142,152,141,32,6,"[2, 6, 11, 32]",0,0,0,0,0,0,4,6,3,2,2,5,0,0,4,0,0,0,3,6,0,3,0,0,4,0,0,7,9,3,4,3,0,0,2,0,0,3,0,2,0,4,5,8,1,1
143,153,93,35,6,"[8, 22, 24, 28, 35]",0,0,0,0,0,0,1,3,0,1,1,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,3,5,0,2,1,0,0,0,0,0,1,2,0,0,0,3,5,0,0
144,154,99,27,6,"[0, 19, 20, 27]",0,0,0,0,0,0,10,6,6,8,8,10,0,0,8,0,0,0,8,8,0,10,0,0,2,0,0,8,12,6,4,4,0,0,4,0,0,4,2,0,0,8,4,8,2,2
145,155,98,29,4,"[0, 20, 29]",0,0,0,0,0,0,6,5,4,5,5,5,0,0,11,0,0,0,7,6,0,5,0,0,4,0,0,11,20,5,8,3,0,4,4,0,0,4,3,2,0,4,7,11,1,1
146,156,145,16,6,"[0, 16, 20, 29]",0,0,0,0,0,0,2,1,2,2,3,0,0,0,5,0,0,0,3,2,0,3,0,0,0,0,0,5,11,4,4,0,0,2,2,0,0,1,1,0,0,2,4,9,0,1
147,157,100,25,6,"[0, 3, 4, 20, 25]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,12,0,4,0,0,0,0,0,0,4,2,0,0,0,4,12,0,0
148,158,145,11,6,"[0, 11, 20, 29]",0,0,0,0,0,0,1,1,3,2,1,1,0,0,6,0,0,0,3,2,0,3,0,0,4,0,0,6,10,3,4,1,0,2,2,0,0,2,1,2,0,2,6,9,0,1
149,159,44,36,6,"[0, 1, 23, 36]",0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0
150,160,18,7,7,"[0, 2, 7, 23]",0,0,0,0,0,0,2,2,0,1,1,0,0,0,3,0,0,0,2,2,0,0,0,0,1,0,0,3,11,0,2,1,0,1,0,0,0,0,3,0,0,0,3,10,0,0
151,161,115,27,4,"[0, 24, 27, 28]",0,0,0,0,0,0,5,6,4,6,4,5,0,0,10,0,0,0,3,4,0,3,0,0,2,0,0,4,6,2,5,2,0,4,6,0,0,2,1,2,0,4,8,6,1,1
152,162,114,29,4,"[0, 24, 27, 29]",0,0,0,0,0,0,5,6,4,6,4,5,0,0,11,0,0,0,4,4,0,3,0,0,2,0,0,6,4,3,7,2,0,1,4,0,0,2,1,2,0,4,7,6,1,1
153,163,113,5,4,"[0, 5, 24]",0,0,0,0,0,0,8,14,6,8,8,10,0,0,12,0,0,0,6,12,0,12,0,0,8,0,0,12,12,10,8,6,0,2,8,0,0,2,0,4,0,8,10,10,2,2
154,165,153,7,6,"[0, 5, 7, 24]",0,0,0,0,0,0,3,7,2,3,3,3,0,0,3,0,0,0,3,6,0,5,0,0,1,0,0,8,8,5,4,3,0,1,4,0,0,1,0,0,0,4,7,9,1,1
155,166,2,1,3,"[0, 1]",0,0,0,0,0,0,4,8,0,4,4,0,0,0,8,0,0,0,4,8,0,0,0,0,4,0,0,12,20,0,4,4,0,2,0,0,0,4,4,0,0,0,8,12,0,0
156,167,155,39,4,"[0, 1, 39]",0,0,0,0,0,0,4,8,0,4,4,0,0,0,8,0,0,0,4,8,0,0,0,0,4,0,0,8,16,0,4,4,0,2,0,0,0,4,4,0,0,0,4,8,0,0
157,168,155,37,4,"[0, 1, 37]",0,0,0,0,0,0,4,6,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,2,0,0,4,12,0,0,2,0,2,0,0,0,0,2,0,0,0,4,8,0,0
158,169,156,28,5,"[0, 1, 28, 39]",0,0,0,0,0,0,2,6,0,2,2,0,0,0,8,0,0,0,2,4,0,0,0,0,2,0,0,6,10,0,4,2,0,0,0,0,0,2,2,0,0,0,4,6,0,0
159,170,155,4,5,"[0, 1, 4]",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,4,8,0,0,2,0,0,0,0,0,0,0,0,0,0,8,10,0,0
160,171,117,7,5,"[0, 7, 24, 36]",0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,0,0,2,2,0,0,0,0,0,0,0,4,8,0,0
161,172,9,28,3,"[3, 24, 28]",0,0,0,0,0,0,10,10,10,12,10,2,0,0,14,0,0,0,10,12,0,8,0,0,6,0,0,14,22,8,14,2,0,8,6,0,0,6,3,2,0,4,10,10,0,2
162,173,161,39,4,"[3, 24, 28, 39]",0,0,0,0,0,0,2,10,2,0,2,2,0,0,6,0,0,0,2,4,0,2,0,0,2,0,0,2,12,2,4,2,0,8,4,0,0,2,1,0,0,0,8,6,0,0
163,174,161,29,4,"[3, 24, 28, 29]",0,0,0,0,0,0,4,6,4,4,4,2,0,0,10,0,0,0,3,4,0,2,0,0,2,0,0,7,9,2,4,2,0,2,2,0,0,3,2,2,0,4,6,8,0,0
164,175,11,37,5,"[3, 9, 24, 37]",0,0,0,0,0,0,10,3,6,6,5,2,0,0,10,0,0,0,8,10,0,5,0,0,5,0,0,10,14,5,6,1,0,2,2,0,0,4,3,2,0,4,6,8,0,2
165,176,123,34,6,"[2, 3, 6, 34]",0,0,0,0,0,0,4,5,0,0,0,4,0,0,5,0,0,0,0,4,0,0,0,0,2,0,0,5,13,0,0,5,0,0,1,0,0,0,3,1,0,2,4,10,1,0
166,177,5,8,3,"[2, 8]",0,0,0,0,0,0,16,8,8,8,8,8,0,0,16,0,0,0,16,16,0,8,0,0,8,0,0,16,40,8,8,8,0,8,12,0,0,8,10,4,0,8,10,16,2,2
167,178,166,12,5,"[2, 8, 12]",0,0,0,0,0,0,6,3,3,3,3,3,0,0,8,0,0,0,7,6,0,4,0,0,4,0,0,8,24,4,4,3,0,4,6,0,0,4,5,2,0,4,7,14,1,1
168,179,166,14,5,"[2, 8, 14, 20]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,8,8,0,0,0,8,0,0,0,8,16,0,0
169,180,167,1,7,"[1, 2, 8, 12]",0,0,0,0,0,0,3,1,0,1,1,0,0,0,2,0,0,0,2,4,0,0,0,0,1,0,0,4,14,0,1,1,0,2,2,0,0,1,2,0,0,2,5,12,0,0
170,181,166,15,5,"[2, 8, 15]",0,0,0,0,0,0,8,0,4,4,4,0,0,0,8,0,0,0,16,8,0,4,0,0,4,0,0,8,24,4,4,0,0,0,6,0,0,8,6,2,0,4,6,16,0,2
171,182,170,36,6,"[2, 8, 15, 36]",0,0,0,0,0,0,6,0,4,2,2,0,0,0,8,0,0,0,12,4,0,2,0,0,2,0,0,4,14,2,2,0,0,0,2,0,0,6,4,2,0,4,4,12,0,2
172,183,168,0,7,"[0, 2, 8, 14, 20]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,4,0,0,0,4,0,0,0,6,14,0,0
173,184,167,17,7,"[2, 8, 12, 17]",0,0,0,0,0,0,4,2,2,2,2,2,0,0,6,0,0,0,4,4,0,4,0,0,4,0,0,6,14,4,2,2,0,2,6,0,0,2,0,2,0,4,7,12,1,1
174,185,170,28,6,"[2, 8, 15, 28]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,2,0,0,0,2,12,0,0
175,187,168,25,6,"[2, 8, 14, 20, 25]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,8,4,0,0,0,4,0,0,0,8,12,0,0
176,188,169,0,8,"[0, 1, 2, 8, 12, 24]",0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,3,10,0,0,1,0,1,0,0,0,1,2,0,0,0,4,11,0,0
177,190,172,29,8,"[0, 2, 8, 14, 20, 29]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,2,0,0,0,2,0,0,0,6,11,0,0
178,191,11,27,5,"[3, 9, 24, 27]",0,0,0,0,0,0,8,0,4,8,4,0,0,0,8,0,0,0,8,8,0,4,0,0,4,0,0,8,16,4,8,0,0,8,6,0,0,4,4,2,0,4,10,8,0,2
179,192,167,3,7,"[2, 3, 8, 12]",0,0,0,0,0,0,4,2,0,0,0,1,0,0,4,0,0,0,0,4,0,0,0,0,2,0,0,4,14,0,0,3,0,0,3,0,0,0,3,1,0,2,4,14,1,0
180,193,166,33,4,"[2, 8, 33]",0,0,0,0,0,0,6,8,2,0,2,6,0,0,10,0,0,0,2,4,0,2,0,0,2,0,0,6,26,2,4,6,0,8,6,0,0,2,5,2,0,4,8,12,2,0
181,194,180,34,5,"[2, 8, 33, 34]",0,0,0,0,0,0,4,8,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,8,6,0,0,0,4,2,0,4,8,8,2,0
182,195,180,19,6,"[2, 8, 19, 33]",0,0,0,0,0,0,3,3,1,0,1,2,0,0,5,0,0,0,1,2,0,1,0,0,1,0,0,2,15,1,1,2,0,4,3,0,0,1,3,1,0,2,6,10,1,0
183,196,5,21,3,"[2, 21]",0,0,0,0,0,0,16,0,16,16,16,0,0,0,16,0,0,0,32,16,0,16,0,0,8,0,0,16,32,16,16,0,0,0,8,0,0,16,8,4,0,8,8,16,0,4
184,197,183,25,4,"[2, 21, 25]",0,0,0,0,0,0,16,0,16,16,16,0,0,0,16,0,0,0,24,16,0,16,0,0,8,0,0,16,24,16,16,0,0,0,4,0,0,12,6,4,0,8,8,12,0,4
185,199,184,0,6,"[0, 2, 21, 25]",0,0,0,0,0,0,8,0,6,8,8,0,0,0,8,0,0,0,12,8,0,8,0,0,4,0,0,8,16,6,6,0,0,0,2,0,0,6,4,2,0,4,6,12,0,2
186,200,183,0,5,"[0, 2, 21]",0,0,0,0,0,0,8,0,6,8,8,0,0,0,8,0,0,0,14,8,0,8,0,0,4,0,0,8,20,6,6,0,0,0,4,0,0,8,4,2,0,4,6,14,0,2
187,201,186,22,7,"[0, 2, 21, 22]",0,0,0,0,0,0,8,0,4,8,8,0,0,0,4,0,0,0,10,8,0,8,0,0,0,0,0,4,14,4,2,0,0,0,4,0,0,4,2,0,0,4,4,12,0,2
188,202,186,38,6,"[0, 2, 21, 38]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,0,0,2,2,0,0,0,2,10,0,0
189,203,181,6,7,"[2, 6, 8, 33, 34]",0,0,0,0,0,0,2,5,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,4,3,0,0,0,2,1,0,2,6,6,1,0
190,204,180,29,5,"[2, 8, 29, 33]",0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,4,0,0,8,2,0,0,0,0,0,0,0,8,8,0,0
191,205,168,24,6,"[2, 8, 14, 20, 24]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,4,0,0,0,4,12,0,0
192,206,191,6,8,"[2, 6, 8, 14, 20, 24]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,2,0,0,0,3,11,0,0
193,207,184,30,5,"[2, 21, 25, 30]",0,0,0,0,0,0,8,0,8,8,8,0,0,0,10,0,0,0,10,8,0,6,0,0,4,0,0,8,16,6,8,0,0,0,2,0,0,6,3,2,0,4,6,8,0,2
194,208,46,37,7,"[3, 9, 20, 24, 37]",0,0,0,0,0,0,8,0,4,4,4,0,0,0,8,0,0,0,8,8,0,4,0,0,4,0,0,8,12,4,4,0,0,0,0,0,0,4,3,2,0,4,6,8,0,2
195,209,182,27,7,"[2, 8, 19, 27, 33]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,2,0,0,0,1,2,0,0,0,2,7,0,0
196,210,193,1,7,"[1, 2, 21, 25, 30]",0,0,0,0,0,0,4,0,3,4,4,0,0,0,5,0,0,0,4,4,0,3,0,0,2,0,0,4,8,2,2,0,0,0,1,0,0,3,1,1,0,2,4,7,0,1
197,212,173,36,8,"[2, 8, 12, 17, 36]",0,0,0,0,0,0,3,1,2,1,1,2,0,0,6,0,0,0,3,2,0,3,0,0,3,0,0,5,7,3,2,1,0,1,2,0,0,2,0,2,0,4,4,9,1,1
198,213,179,29,8,"[2, 3, 8, 12, 29]",0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,0,0,4,9,0,0,0,0,0,1,0,0,0,1,1,0,2,4,10,0,0
199,214,49,4,6,"[2, 4, 8, 36]",0,0,0,0,0,0,8,4,3,4,4,4,0,0,8,0,0,0,6,8,0,3,0,0,4,0,0,7,16,2,2,4,0,2,2,0,0,4,5,2,0,4,4,10,1,1
200,215,19,18,7,"[2, 9, 15, 18]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,2,0,0,0,2,14,0,0
201,216,10,4,7,"[0, 2, 4, 9]",0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,4,12,0,0,2,0,0,0,0,0,0,2,0,0,0,6,12,0,0
202,218,109,19,7,"[0, 19, 20, 27, 37]",0,0,0,0,0,0,8,2,4,8,8,0,0,0,4,0,0,0,4,8,0,8,0,0,0,0,0,6,6,4,4,0,0,0,2,0,0,2,0,0,0,4,4,4,0,2
203,219,175,37,7,"[2, 8, 14, 20, 25, 37]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,8,8,0,0
204,220,183,3,5,"[2, 3, 21]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,4,0,0,0,4,16,0,0
205,221,190,25,6,"[2, 8, 25, 29, 33, 37]",0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,4,0,0,8,2,0,0,0,0,0,0,0,8,8,0,0
206,222,204,20,7,"[2, 3, 20, 21]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
207,223,164,6,7,"[3, 6, 9, 24, 37]",0,0,0,0,0,0,5,2,3,3,3,1,0,0,5,0,0,0,4,7,0,2,0,0,4,0,0,7,9,3,3,0,0,1,1,0,0,2,1,1,0,2,5,8,0,1
208,224,204,0,7,"[0, 2, 3, 21]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,2,0,0,0,4,14,0,0
209,225,187,18,8,"[0, 2, 18, 21, 22, 37]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,2,10,0,0
210,226,191,10,8,"[2, 8, 10, 14, 20, 24]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,2,0,0,0,3,10,0,0
211,227,170,6,7,"[2, 6, 8, 15]",0,0,0,0,0,0,4,0,1,2,2,0,0,0,4,0,0,0,7,4,0,2,0,0,2,0,0,4,14,1,1,0,0,0,3,0,0,4,3,1,0,2,4,14,0,1
212,228,63,29,4,"[2, 29, 36, 39]",0,0,0,0,0,0,12,10,12,8,8,12,0,0,20,0,0,0,8,8,0,6,0,0,4,0,0,8,6,6,8,4,0,0,4,0,0,4,2,4,0,8,6,6,2,2
213,229,169,3,9,"[1, 2, 3, 8, 12]",0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,3,9,0,0,1,0,0,1,0,0,0,1,0,0,1,4,12,0,0
214,230,69,39,4,"[2, 24, 25, 39]",0,0,0,0,0,0,0,4,0,4,2,0,0,0,4,0,0,0,4,4,0,0,0,0,2,0,0,6,10,0,4,2,0,2,0,0,0,4,2,0,0,0,4,6,0,0
215,231,182,5,8,"[2, 5, 8, 19, 33]",0,0,0,0,0,0,3,3,1,0,1,2,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,1,13,1,1,2,0,4,3,0,0,1,2,0,0,2,4,8,1,0
216,233,126,32,6,"[2, 3, 8, 32]",0,0,0,0,0,0,8,4,0,0,0,4,0,0,8,0,0,0,0,8,0,0,0,0,4,0,0,8,14,0,0,6,0,0,2,0,0,0,4,2,0,4,4,12,2,0
217,234,126,24,6,"[2, 3, 8, 24]",0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,4,12,0,0,2,0,0,0,0,0,0,2,0,0,0,6,12,0,0
218,235,216,31,7,"[2, 3, 8, 31, 32]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,0,0,0,0,0,0,2,0,0,0,2,8,0,0
219,236,172,6,9,"[0, 2, 6, 8, 14, 20]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,2,0,0,0,2,0,0,0,5,13,0,0
220,238,129,6,8,"[2, 3, 6, 18, 26]",0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,2,6,0,0,1,0,0,0,0,0,0,1,0,0,0,4,9,0,0
221,239,128,32,7,"[2, 3, 8, 32, 36]",0,0,0,0,0,0,6,2,0,0,0,4,0,0,8,0,0,0,0,4,0,0,0,0,2,0,0,4,10,0,0,4,0,0,2,0,0,0,3,2,0,4,2,10,2,0
222,240,5,29,2,"[2, 29]",0,0,0,0,0,0,16,16,12,12,12,12,0,0,20,0,0,0,14,16,0,10,0,0,8,0,0,18,30,10,14,8,0,8,8,0,0,8,6,4,0,8,10,12,2,2
223,241,222,36,3,"[2, 29, 36]",0,0,0,0,0,0,14,13,12,10,10,12,0,0,20,0,0,0,11,12,0,8,0,0,6,0,0,13,15,8,11,6,0,2,4,0,0,6,4,4,0,8,6,9,2,2
224,242,222,7,4,"[2, 7, 29]",0,0,0,0,0,0,5,7,3,4,4,4,0,0,8,0,0,0,5,6,0,4,0,0,4,0,0,8,14,4,5,3,0,4,4,0,0,3,2,2,0,4,8,10,1,1
225,243,224,21,6,"[2, 7, 21, 29]",0,0,0,0,0,0,1,0,2,2,2,0,0,0,4,0,0,0,5,2,0,2,0,0,2,0,0,4,8,3,4,0,0,0,1,0,0,3,1,1,0,2,5,10,0,1
226,245,223,11,5,"[2, 11, 29, 36]",0,0,0,0,0,0,4,5,3,3,3,4,0,0,8,0,0,0,5,4,0,3,0,0,3,0,0,5,6,3,4,2,0,1,2,0,0,3,1,2,0,4,5,7,1,1
227,246,223,34,4,"[2, 29, 34, 36]",0,0,0,0,0,0,4,6,4,4,8,4,0,0,8,0,0,0,2,8,0,4,0,0,4,0,0,6,10,4,6,4,0,2,4,0,0,2,2,0,0,0,4,6,0,0
228,247,224,37,5,"[2, 7, 29, 37]",0,0,0,0,0,0,3,6,1,0,1,3,0,0,5,0,0,0,1,2,0,1,0,0,1,0,0,4,11,1,3,2,0,4,3,0,0,1,1,1,0,2,6,8,1,0
229,248,227,4,6,"[2, 4, 29, 34, 36]",0,0,0,0,0,0,2,4,1,2,4,2,0,0,4,0,0,0,1,4,0,2,0,0,2,0,0,4,8,1,2,2,0,2,2,0,0,2,1,0,0,0,2,5,0,0
230,249,222,0,4,"[0, 2, 29]",0,0,0,0,0,0,8,11,5,6,6,6,0,0,11,0,0,0,6,10,0,4,0,0,5,0,0,12,20,4,5,5,0,4,4,0,0,4,3,2,0,4,8,11,1,1
231,250,230,22,6,"[0, 2, 22, 29]",0,0,0,0,0,0,5,5,3,5,5,5,0,0,6,0,0,0,5,6,0,4,0,0,1,0,0,8,15,4,4,3,0,4,4,0,0,2,2,0,0,4,5,10,1,1
232,251,230,30,5,"[0, 2, 29, 30]",0,0,0,0,0,0,6,8,4,4,2,4,0,0,8,0,0,0,3,6,0,1,0,0,3,0,0,6,10,2,3,3,0,4,4,0,0,2,2,2,0,4,8,7,1,1
233,252,225,26,7,"[2, 7, 21, 26, 29]",0,0,0,0,0,0,1,0,2,2,2,0,0,0,4,0,0,0,3,2,0,2,0,0,2,0,0,4,8,3,4,0,0,0,1,0,0,2,1,1,0,2,5,7,0,1
234,253,231,21,8,"[0, 2, 21, 22, 29]",0,0,0,0,0,0,4,0,2,4,4,0,0,0,3,0,0,0,5,4,0,3,0,0,0,0,0,3,9,2,1,0,0,0,1,0,0,2,1,0,0,2,3,10,0,1
